Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country,Postal Code,Market,Region,Product ID,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
5284,MX-2014-150812,12/29/14,1/3/15,Standard Class,VG-21805,Vivek Grady,Corporate,Santiago,Santiago,Chile,,LATAM,South,FUR-FU-10002004,117.74,7,0,22.26,18.03,High
8771,MX-2014-156741,2/24/14,2/28/14,Standard Class,SC-20725,Steven Cartwright,Consumer,Santiago,Santiago,Chile,,LATAM,South,OFF-BI-10004275,9.08,2,0,4.32,0.51,Low
4997,MX-2014-106677,12/9/14,12/14/14,Standard Class,RF-19735,Roland Fjeld,Consumer,Valparaíso,Valparaíso,Chile,,LATAM,South,FUR-CH-10003423,178.24,2,0,64.16,8.96,Medium
3349,MX-2014-137617,11/19/14,11/25/14,Standard Class,KB-16240,Karen Bern,Corporate,San Bernardo,Santiago,Chile,,LATAM,South,OFF-ST-10003172,18.66,3,0,7.26,0.99,Medium
6685,MX-2014-126830,11/8/14,11/13/14,Standard Class,BS-11800,Bryan Spruell,Home Office,Punta Arenas,Magallanes y Antártica Chilena,Chile,,LATAM,South,FUR-CH-10000528,508.32,9,0,5.04,38.26,Medium
7778,MX-2014-147095,10/17/14,10/24/14,Standard Class,TH-21115,Thea Hudgings,Corporate,Santiago,Santiago,Chile,,LATAM,South,OFF-PA-10004027,89.76,3,0,41.28,7.29,Medium
7779,MX-2014-147095,10/17/14,10/24/14,Standard Class,TH-21115,Thea Hudgings,Corporate,Santiago,Santiago,Chile,,LATAM,South,TEC-AC-10002370,105.44,4,0,32.64,8.64,Medium
4644,MX-2014-157525,1/25/14,1/29/14,Standard Class,TA-21385,Tom Ashbrook,Home Office,San Bernardo,Santiago,Chile,,LATAM,South,OFF-LA-10004182,8.8,1,0,4.12,0.83,High
4645,MX-2014-157525,9/25/14,9/29/14,Standard Class,TA-21385,Tom Ashbrook,Home Office,San Bernardo,Santiago,Chile,,LATAM,South,FUR-CH-10004795,783.72,7,0,31.22,82.12,High
2710,MX-2014-159177,9/24/14,9/27/14,First Class,RB-19570,Rob Beeghly,Consumer,Puerto Montt,Los Lagos,Chile,,LATAM,South,OFF-SU-10000294,127.9,5,0,47.3,37.42,High
873,MX-2014-110345,9/4/14,9/6/14,Second Class,OT-18730,Olvera Toch,Consumer,Santiago,Santiago,Chile,,LATAM,South,FUR-BO-10001476,201.08,2,0,36.16,23,Critical
3318,MX-2014-135279,7/29/14,7/29/14,Same Day,CL-12565,Clay Ludtke,Consumer,Santiago,Santiago,Chile,,LATAM,South,OFF-PA-10001170,92.76,3,0,12,19.89,Medium
